STOCK MOLDES TROQUEL,,,,,STOCK MOLDES TROQUEL FARMACEUTICO,,,,,STOCK MOLDES TROQUEL INDUSTRIAL,,,,,STOCK MOLDES INNPACK CORRUGADO,,,,,
NP / MOLDE,CLIENTE,RACK,PERFIL,,NP / MOLDE,CLIENTE,RACK,PERFIL,,NP / MOLDE,CLIENTE,RACK,PERFIL,,NP / MOLDE,CLIENTE,RACK,OBSERVACIONES,PERFIL,
16802,SAN PEDRO,21,,,,,,,,,,,,,,,,,,
16692,MIGUEL TORRES,21,,,,,,,,,,,,,,,,,,
46698,DIAGEO,21,,,,,,,,,,,,,,,,,,
16769,ARIEL,21,,,,,,,,,,,,,,,,,,
16755,AXON PHARMA,21,,,,,,,,,,,,,,,,,,
16937,RECALCINE,32,P002220,,,,,,,,,,,,,,,,,
16921,HELSIE,22,,,,,,,,,,,,,,,,,,
16870,WASI,22,,,,,,,,,,,,,,,,,,
16625,VIU MANENT,22,,,,,,,,,,,,,,,,,,
16776,GENOMMA,22,,,,,,,,,,,,,,,,,,
16207,DAVID DEL CURTO,22,,,,,,,,,,,,,,,,,,
4821,PRUEBAS,22,,,,,,,,,,,,,,,,,,
17144,DIAGEO,22,,,,,,,,,,,,,,,,,,
14039,SANTA RITA,22,,,,,,,,,,,,,,,,,,
16623,VIU MANENT,22,,,,,,,,,,,,,,,,,,
15516,SALMONES,22,,,,,,,,,,,,,,,,,,
16406,QUILLAYES,22,,,,,,,,,,,,,,,,,,
16515,DIAGEO,22,,,,,,,,,,,,,,,,,,
16308,CAFE DO BRASIL,22,,,,,,,,,,,,,,,,,,
15055,EXTREMO SUR,22,,,,,,,,,,,,,,,,,,
11540,NOVARTIS,22,,,,,,,,,,,,,,,,,,
3739,SAN PEDRO,22,,,,,,,,,,,,,,,,,,
11267,MICA,22,,,,,,,,,,,,,,,,,,
16348,BAGO,22,,,,,,,,,,,,,,,,,,
13285,RECALCINE,22,,,,,,,,,,,,,,,,,,
490,BAGO,22,,,,,,,,,,,,,,,,,,
13149,DIAGEO,22,,,,,,,,,,,,,,,,,,
7491,FORUS,22,,,,,,,,,,,,,,,,,,
15564,SALMONES,22,,,,,,,,,,,,,,,,,,
16020,DIAGEO,22,,,,,,,,,,,,,,,,,,
16710,SALMONES,22,,,,,,,,,,,,,,,,,,
16760,BAGO,22,,,,,,,,,,,,,,,,,,
M000103,UNILEVER,39,P000905,,,,,,,,,,,,,,,,,
16709,CAROZZI,22,,,,,,,,,,,,,,,,,,
12939,SYNTHON,23,,,,,,,,,,,,,,,,,,
16580,MIGUEL TORRES,23,,,,,,,,,,,,,,,,,,
16765,SANITAS,23,,,,,,,,,,,,,,,,,,
12590,CAROZZI,46,,,,,,,,,,,,,,,,,,
16374,SYNTHON,23,,,,,,,,,,,,,,,,,,
16717,ALPES CHEMIE,23,,,,,,,,,,,,,,,,,,
16741,SYNTHON,23,,,,,,,,,,,,,,,,,,
16720,BIOSANO,23,,,,,,,,,,,,,,,,,,
16693,SYNTHON,23,,,,,,,,,,,,,,,,,,
16469,VIU MANENT,23,,,,,,,,,,,,,,,,,,
8279,BLUNDING,23,,,,,,,,,,,,,,,,,,
13427,BLUNDING,23,,,,,,,,,,,,,,,,,,
11803,BLUNDING,23,,,,,,,,,,,,,,,,,,
3099,BLUNDING,23,,,,,,,,,,,,,,,,,,
3455,BLUNDING,23,,,,,,,,,,,,,,,,,,
3097,BLUNDING,23,,,,,,,,,,,,,,,,,,
3100,BLUNDING,23,,,,,,,,,,,,,,,,,,
3286,BLUNDING,23,,,,,,,,,,,,,,,,,,
4925,BLUNDING,23,,,,,,,,,,,,,,,,,,
MICAS,BLUNDING,23,,,,,,,,,,,,,,,,,,
8341,BLUNDING,23,,,,,,,,,,,,,,,,,,
8518,BLUNDING,23,,,,,,,,,,,,,,,,,,
ETIQUETAS,BLUNDING,23,,,,,,,,,,,,,,,,,,
9296,BLUNDING,23,,,,,,,,,,,,,,,,,,
10872,BLUNDING,23,,,,,,,,,,,,,,,,,,
14650,BLUNDING,23,,,,,,,,,,,,,,,,,,
12839,BLUNDING,23,,,,,,,,,,,,,,,,,,
1178,BLUNDING,23,,,,,,,,,,,,,,,,,,
4821,BLUNDING,23,,,,,,,,,,,,,,,,,,
4546,BLUNDING,23,,,,,,,,,,,,,,,,,,
16803,LIBESA,24,,,,,,,,,,,,,,,,,,
16103,DAVIS,24,,,,,,,,,,,,,,,,,,
17015,VITAFOODS,24,P000856,,,,,,,,,,,,,,,,,
17045,GENOMMA,24,,,,,,,,,,,,,,,,,,
15180,JUAN BASS,24,,,,,,,,,,,,,,,,,,
17022,RECALCINE,24,,,,,,,,,,,,,,,,,,
16959,CAROZZI,24,,,,,,,,,,,,,,,,,,
15864,VIÑA LA ROSA,24,,,,,,,,,,,,,,,,,,
348,VIÑA VALDUZZI,24,,,,,,,,,,,,,,,,,,
16994,DESFAR,24,,,,,,,,,,,,,,,,,,
16994,DESFAR,24,,,,,,,,,,,,,,,,,,
16924,ID LOGISTICS,24,,,,,,,,,,,,,,,,,,
14480,VIU MANENT,24,,,,,,,,,,,,,,,,,,
12834,FORUS,39,P001716,,,,,,,,,,,,,,,,,
16003,UNILEVER,54,,,,,,,,,,,,,,,,,,
16962,VIU MANENT,24,,,,,,,,,,,,,,,,,,
16881,ID LOGISTICS,24,,,,,,,,,,,,,,,,,,
12827,AGRICOLA TARAPACA,24,,,,,,,,,,,,,,,,,,
17051,SYNTHON,24,,,,,,,,,,,,,,,,,,
12509,SYNTHON,60,,,,,,,,,,,,,,,,,,
12976,SYNTHON,24,,,,,,,,,,,,,,,,,,
14788,SYNTHON,24,,,,,,,,,,,,,,,,,,
17055,SYNTHON,24,,,,,,,,,,,,,,,,,,
17048,SYNTHON,24,,,,,,,,,,,,,,,,,,
16986,NOVARTIS,24,,,,,,,,,,,,,,,,,,
10898,NOVARTIS,24,,,,,,,,,,,,,,,,,,
16983,NOVARTIS,24,,,,,,,,,,,,,,,,,,
16295,PERNOD,24,,,,,,,,,,,,,,,,,,
15348,OCHOGAVIA,24,,,,,,,,,,,,,,,,,,
16880,SYNTHON,24,,,,,,,,,,,,,,,,,,
15720,SYNTHON,24,,,,,,,,,,,,,,,,,,
16894,NOVARTIS,25,,,,,,,,,,,,,,,,,,
16871,GADOR,25,,,,,,,,,,,,,,,,,,
6967,COMERCIAL PEUMO,25,,,,,,,,,,,,,,,,,,
12160,VENTANA,25,,,,,,,,,,,,,,,,,,
15668,EQUIPOS MEDICOS,25,,,,,,,,,,,,,,,,,,
16944,NOVA VERDE,25,P002729,,,,,,,,,,,,,,,,,
15665,UNILEVER,25,,,,,,,,,,,,,,,,,,
M000104 / 14061,SYNTHON,25,P001792,,,,,,,,,,,,,,,,,
17089,SYNTHON,25,,,,,,,,,,,,,,,,,,
17052,SYNTHON,25,,,,,,,,,,,,,,,,,,
17062,BIOSANO,25,,,,,,,,,,,,,,,,,,
16702,SYNTHON,25,,,,,,,,,,,,,,,,,,
16547,NOVARTIS,25,P004767,,,,,,,,,,,,,,,,,
16633,SYNTHON,25,,,,,,,,,,,,,,,,,,
16586,SYNTHON,25,,,,,,,,,,,,,,,,,,
16584,SYNTHON,25,,,,,,,,,,,,,,,,,,
15777,NOVARTIS,25,,,,,,,,,,,,,,,,,,
11899,NOVARTIS,56,,,,,,,,,,,,,,,,,,
16591,SYNTHON,25,,,,,,,,,,,,,,,,,,
16056,FARET,25,,,,,,,,,,,,,,,,,,
12985,PERNOD,25,,,,,,,,,,,,,,,,,,
16740,SYNTHON,25,,,,,,,,,,,,,,,,,,
16018,TRENDY,25,,,,,,,,,,,,,,,,,,
16082,SAVAL,26,,,,,,,,,,,,,,,,,,
15693,SALMONES,26,,,,,,,,,,,,,,,,,,
15337,DENTAID,26,,,,,,,,,,,,,,,,,,
16005,CANTABRIA,26,,,,,,,,,,,,,,,,,,
15981,VIÑA FOLATRE,26,,,,,,,,,,,,,,,,,,
15028,SANTA RITA,26,,,,,,,,,,,,,,,,,,
14226,SALMONES,26,,,,,,,,,,,,,,,,,,
16139,SYNTHON,26,,,,,,,,,,,,,,,,,,
14089,CAROZZI,26,,,,,,,,,,,,,,,,,,
12404,SOUTH WIND,26,,,,,,,,,,,,,,,,,,
15745,DIAGEO MICA,26,,,,,,,,,,,,,,,,,,
15324,FOTOMAR,26,,,,,,,,,,,,,,,,,,
16073,DAVIS,26,,,,,,,,,,,,,,,,,,
16046,DAVIS,26,,,,,,,,,,,,,,,,,,
16120,SYNTHON,26,,,,,,,,,,,,,,,,,,
16135,FARET,60,,,,,,,,,,,,,,,,,,
14418,NOVARTIS,26,,,,,,,,,,,,,,,,,,
14792,FOTOMAR,26,,,,,,,,,,,,,,,,,,
15803,BAGO,26,,,,,,,,,,,,,,,,,,
15759,DIAGEO MICA,26,,,,,,,,,,,,,,,,,,
15494,FOTOMAR,26,,,,,,,,,,,,,,,,,,
14421,PESQUERA TRANSANTARIC,26,,,,,,,,,,,,,,,,,,
15929,HOFFMANN,26,,,,,,,,,,,,,,,,,,
17597,GENOMMA,26,,,,,,,,,,,,,,,,,,
10377,PETRIZZIO,27,,,,,,,,,,,,,,,,,,
16052,RECALCINE,27,,,,,,,,,,,,,,,,,,
15321,DISTRIBUIDORA LA LIEBRE,27,,,,,,,,,,,,,,,,,,
15607,CHILE,27,,,,,,,,,,,,,,,,,,
12870,FRUSELVA,27,,,,,,,,,,,,,,,,,,
15678,PARK DAN,27,,,,,,,,,,,,,,,,,,
15362,RECALCINE,27,,,,,,,,,,,,,,,,,,
15809,DIAGEO,27,,,,,,,,,,,,,,,,,,
14893,SERVICIO DE ALIMENTOS,27,,,,,,,,,,,,,,,,,,
15773,VIDA CEL,27,,,,,,,,,,,,,,,,,,
15652,SANTA CRUZ,27,,,,,,,,,,,,,,,,,,
15915,DAVIS,27,,,,,,,,,,,,,,,,,,
15356,DIAGEO,27,,,,,,,,,,,,,,,,,,
15905,SALMONES,27,,,,,,,,,,,,,,,,,,
15775,TRENDY,27,,,,,,,,,,,,,,,,,,
15990,DIAGEO,27,,,,,,,,,,,,,,,,,,
13225,DAVIS,27,,,,,,,,,,,,,,,,,,
15318,INVERMAR,27,,,,,,,,,,,,,,,,,,
M000527,BLUNDING,27,,,,,,,,,,,,,,,,,,
15745,DIAGEO,27,,,,,,,,,,,,,,,,,,
15745,DIAGEO MICA,27,,,,,,,,,,,,,,,,,,
15743,DAVIS,27,,,,,,,,,,,,,,,,,,
15980,VIÑA FOLATRE,27,,,,,,,,,,,,,,,,,,
18590,SANTA ROSA,27,,,,,,,,,,,,,,,,,,
18555,ABBVIE,27,P007016,,,,,,,,,,,,,,,,,
18510,ABBVIE,27,P003765,,,,,,,,,,,,,,,,,
18531,SYNTHON,27,,,,,,,,,,,,,,,,,,
M000313,UNILEVER,27,P006834,,,,,,,,,,,,,,,,,
18574,PETRIZZIO,27,P004344,,,,,,,,,,,,,,,,,
18523,UNILEVER,27,,,,,,,,,,,,,,,,,,
18476,JUAN BASS,27,,,,,,,,,,,,,,,,,,
18520,MULTI X,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
18508,CAROZZI,56,,,,,,,,,,,,,,,,,,
18507,BIOSANO,27,,,,,,,,,,,,,,,,,,
18514,DIAGEO,27,,,,,,,,,,,,,,,,,,
18505,JUAN BASS,27,P004946,,,,,,,,,,,,,,,,,
12435,DAVIS,27,,,,,,,,,,,,,,,,,,
15846,DOS EN UNO,28,,,,,,,,,,,,,,,,,,
15009,JUAN BASS,28,,,,,,,,,,,,,,,,,,
15856,FIBROSONOCO,28,,,,,,,,,,,,,,,,,,
10498,NOVA VERDE,28,,,,,,,,,,,,,,,,,,
15898,BLUNDING,28,,,,,,,,,,,,,,,,,,
1285,CAROZZI,28,,,,,,,,,,,,,,,,,,
11113,BAGO,28,,,,,,,,,,,,,,,,,,
14456,CARNES ÑUBLE,28,,,,,,,,,,,,,,,,,,
14279,SALMONES,28,,,,,,,,,,,,,,,,,,
15805,FARET,28,,,,,,,,,,,,,,,,,,
15801,DIAGEO,28,,,,,,,,,,,,,,,,,,
15675,CHILE,28,,,,,,,,,,,,,,,,,,
13958,VALMA,28,,,,,,,,,,,,,,,,,,
15884,COMERCIAL ATACAMA,28,,,,,,,,,,,,,,,,,,
12993,CAROZZI,46,,,,,,,,,,,,,,,,,,
14139,JUAN BASS,28,,,,,,,,,,,,,,,,,,
15649,VIÑEDOS,28,,,,,,,,,,,,,,,,,,
14396,BAUZA,28,,,,,,,,,,,,,,,,,,
15673,FARET,28,,,,,,,,,,,,,,,,,,
15591,DIAGEO,28,,,,,,,,,,,,,,,,,,
15759,DIAGEO,28,,,,,,,,,,,,,,,,,,
17156,ELANCO,28,,,,,,,,,,,,,,,,,,
17157,GADOR,28,,,,,,,,,,,,,,,,,,
17143,DIAGEO,28,,,,,,,,,,,,,,,,,,
17167,DRAKE LOGISTICS,28,,,,,,,,,,,,,,,,,,
17152,SYNTHON,28,,,,,,,,,,,,,,,,,,
17020,CECINAS BAVARIA,28,,,,,,,,,,,,,,,,,,
M000068 / 13815,SYNTHON,28,P002360,,,,,,,,,,,,,,,,,
18638,DENTAID,28,,,,,,,,,,,,,,,,,,
18643,CAROZZI,28,,,,,,,,,,,,,,,,,,
18616,UNILEVER,28,,,,,,,,,,,,,,,,,,
17974,COMERCIAL ENGEL,28,,,,,,,,,,,,,,,,,,
M000075 /18569,SAN JAVIER,28,,,,,,,,,,,,,,,,,,
18543,MULTI X,28,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
18603,ABBVIE,28,P007030,,,,,,,,,,,,,,,,,
,PRUEBA TEVA CHILE,28,,,,,,,,,,,,,,,,,,
18501,DAVIS,28,,,,,,,,,,,,,,,,,,
15456,RECALCINE,29,,,,,,,,,,,,,,,,,,
15757,DIAGEO,29,,,,,,,,,,,,,,,,,,
15593,DIAGEO,29,,,,,,,,,,,,,,,,,,
12186,MIGUEL TORRES,29,,,,,,,,,,,,,,,,,,
15648,VIÑEDOS PUERTA,29,,,,,,,,,,,,,,,,,,
15647,VIÑEDOS PUERTA,29,,,,,,,,,,,,,,,,,,
15769,CAFE DO BRASIL,29,,,,,,,,,,,,,,,,,,
15731,PERNOD,29,,,,,,,,,,,,,,,,,,
15965,BCG,29,,,,,,,,,,,,,,,,,,
14347,NOVA VERDE,29,,,,,,,,,,,,,,,,,,
15495,CARNES ÑUBLE,29,,,,,,,,,,,,,,,,,,
16053,GENOMMA,29,,,,,,,,,,,,,,,,,,
15646,VIÑEDOS PUERTA,29,,,,,,,,,,,,,,,,,,
15650,VIÑEDOS,29,,,,,,,,,,,,,,,,,,
15021,PERNOD,29,,,,,,,,,,,,,,,,,,
10654,VIÑA CDF JELL,29,,,,,,,,,,,,,,,,,,
14754,CANTABRIA,29,,,,,,,,,,,,,,,,,,
2529,NOVARTIS,29,,,,,,,,,,,,,,,,,,
12288,SANTA RITA,29,,,,,,,,,,,,,,,,,,
12216,FRUSELVA,29,,,,,,,,,,,,,,,,,,
12831,DIAGEO,29,,,,,,,,,,,,,,,,,,
14407,FUSELVA,29,,,,,,,,,,,,,,,,,,
3655,NOVARTIS,29,,,,,,,,,,,,,,,,,,
3657,NOVARTIS,29,,,,,,,,,,,,,,,,,,
3358,NOVARTIS,29,,,,,,,,,,,,,,,,,,
12238,NOVARTIS,29,,,,,,,,,,,,,,,,,,
11571,SAN PEDRO,29,,,,,,,,,,,,,,,,,,
11642,SANTA RITA,29,,,,,,,,,,,,,,,,,,
11619,VIU MANENT,29,,,,,,,,,,,,,,,,,,
15829,ALPES CHEMIE,29,,,,,,,,,,,,,,,,,,
15624,PERNOD,29,P002686,,,,,,,,,,,,,,,,,
17582,DAVIS,29,,,,,,,,,,,,,,,,,,
17545,UNILEVER,29,,,,,,,,,,,,,,,,,,
17581,DAVIS,29,,,,,,,,,,,,,,,,,,
17557,INVERSIONES ,29,,,,,,,,,,,,,,,,,,
18680,FARET,29,,,,,,,,,,,,,,,,,,
18652,MULTI X,29,,,,,,,,,,,,,,,,,,
18675,ID LOGISTICS,29,,,,,,,,,,,,,,,,,,
18647,MULTI X,29,,,,,,,,,,,,,,,,,,
15378,MULTI X,29,,,,,,,,,,,,,,,,,,
18561,PETRIZZIO,29,,,,,,,,,,,,,,,,,,
18661,BIOSANO,29,,,,,,,,,,,,,,,,,,
18671,MAL PASO,29,,,,,,,,,,,,,,,,,,
18687,DAVIS,29,,,,,,,,,,,,,,,,,,
18697,NOVARTIS,29,,,,,,,,,,,,,,,,,,
18636,DENTAID,29,,,,,,,,,,,,,,,,,,
16173,GADOR,30,,,,,,,,,,,,,,,,,,
16227,NUTRICION Y ALIMENTOS,30,,,,,,,,,,,,,,,,,,
15818,ID LOGISTICS,30,,,,,,,,,,,,,,,,,,
15185,DAVIS,30,,,,,,,,,,,,,,,,,,
1798,CHILE,30,,,,,,,,,,,,,,,,,,
13865,CHILE,30,,,,,,,,,,,,,,,,,,
15230,CAFE DO BRASIL,30,,,,,,,,,,,,,,,,,,
16224,RECALCINE,30,,,,,,,,,,,,,,,,,,
14318,CAROZZI,30,,,,,,,,,,,,,,,,,,
12306,DAVIS,30,,,,,,,,,,,,,,,,,,
10961,CHILE,30,,,,,,,,,,,,,,,,,,
16194,DAVIS,30,,,,,,,,,,,,,,,,,,
7756,GADOR,30,,,,,,,,,,,,,,,,,,
6510,BAGO,30,,,,,,,,,,,,,,,,,,
11054,BALLERINA,30,,,,,,,,,,,,,,,,,,
6055,DAVIS,30,,,,,,,,,,,,,,,,,,
788,NOVARTIS,30,,,,,,,,,,,,,,,,,,
16216,PHARMA,30,,,,,,,,,,,,,,,,,,
4962,ELANCO,30,,,,,,,,,,,,,,,,,,
17988,LABOCOCH,30,,,,,,,,,,,,,,,,,,
17994,NUTRACOM,30,,,,,,,,,,,,,,,,,,
18014,PETRIZZIO,30,P000887,,,,,,,,,,,,,,,,,
17992,SYNTHON,30,,,,,,,,,,,,,,,,,,
17971,SNACK AMAREA,30,,,,,,,,,,,,,,,,,,
17975,ID LOGISTICS,30,,,,,,,,,,,,,,,,,,
17967,GARDEN HOUSE,30,,,,,,,,,,,,,,,,,,
17960,UNILEVER,30,,,,,,,,,,,,,,,,,,
17933,SOUTH WIND,30,,,,,,,,,,,,,,,,,,
17935,RECALCINE,30,,,,,,,,,,,,,,,,,,
17925,KNOP,30,,,,,,,,,,,,,,,,,,
17934,ZOETIS,30,,,,,,,,,,,,,,,,,,
17924,PETRIZZIO,30,,,,,,,,,,,,,,,,,,
10101,NOVARTIS,30,,,,,,,,,,,,,,,,,,
18078,UNILEVER,30,,,,,,,,,,,,,,,,,,
18054,DENTAID,30,,,,,,,,,,,,,,,,,,
M000084 / 18011,PETRIZZIO,30,P006332,,,,,,,,,,,,,,,,,
18018,DAVIS,30,,,,,,,,,,,,,,,,,,
18069,BAGO,30,,,,,,,,,,,,,,,,,,
18056,DENTAID,30,,,,,,,,,,,,,,,,,,
18063,GENOMMA,31,,,,,,,,,,,,,,,,,,
18030,CAROZZI,30,,,,,,,,,,,,,,,,,,
18064,GENOMMA,31,,,,,,,,,,,,,,,,,,
18020,SAVAL,42,,,,,,,,,,,,,,,,,,
18038,RESTO MARKET,31,,,,,,,,,,,,,,,,,,
18019,ECOTERRA,31,,,,,,,,,,,,,,,,,,
16362,FARET,31,,,,,,,,,,,,,,,,,,
6117,ELANCO,31,,,,,,,,,,,,,,,,,,
M000026 / 14021,BAGO,31,,,,,,,,,,,,,,,,,,
2297,NOVARTIS,31,,,,,,,,,,,,,,,,,,
16239,ELANCO,31,,,,,,,,,,,,,,,,,,
16350,BAGO,31,,,,,,,,,,,,,,,,,,
16494,DIAGEO,31,,,,,,,,,,,,,,,,,,
M000159 / 15078,ZOETIS,31,,,,,,,,,,,,,,,,,,
16376,SYNTHON,31,,,,,,,,,,,,,,,,,,
15076,ZOETIS,31,,,,,,,,,,,,,,,,,,
14289,ABBVIE,31,,,,,,,,,,,,,,,,,,
16572,RECALCINE,31,,,,,,,,,,,,,,,,,,
14897,CANTABRIA,31,,,,,,,,,,,,,,,,,,
7563,NOVARTIS,31,,,,,,,,,,,,,,,,,,
16327,GADOR,31,,,,,,,,,,,,,,,,,,
574,BALLERINA,31,,,,,,,,,,,,,,,,,,
16311,LABOCOCH,31,,,,,,,,,,,,,,,,,,
11382,COPA SERVICE,31,,,,,,,,,,,,,,,,,,
16636,SANITAS,31,,,,,,,,,,,,,,,,,,
18137,COOPERATIVA SERVICIOS,31,,,,,,,,,,,,,,,,,,
18038,NUEVO INT,31,,,,,,,,,,,,,,,,,,
M000252,ZOETIS,31,P004897,,,,,,,,,,,,,,,,,
M000106 / 18097,BIOSANO,-,P004812,ESTA UBICADO ENTRE EL RACK 47 Y 48,,,,,,,,,,,,,,,,
18077,CAROZZI,31,,,,,,,,,,,,,,,,,,
18091,BIOSANO,31,,,,,,,,,,,,,,,,,,
18107,MULTI X,30,,,,,,,,,,,,,,,,,,
18134,CAFE DO BRASIL,31,,,,,,,,,,,,,,,,,,
18142,NOVARTIS,31,,,,,,,,,,,,,,,,,,
18079,DAVIS,31,P006074,,,,,,,,,,,,,,,,,
18087,ARTEL,31,,,,,,,,,,,,,,,,,,
18073,TARAPACA,31,,,,,,,,,,,,,,,,,,
17888,BIOSANO,32,,,,,,,,,,,,,,,,,,
17909,CHILE,32,,,,,,,,,,,,,,,,,,
3408,NOVARTIS,32,,,,,,,,,,,,,,,,,,
16345,CHILE,32,,,,,,,,,,,,,,,,,,
12565,CHILE,32,,,,,,,,,,,,,,,,,,
16418,CHILE,32,,,,,,,,,,,,,,,,,,
2992,DESA,32,,,,,,,,,,,,,,,,,,
15065,FRUSELVA,32,,,,,,,,,,,,,,,,,,
14151,MICA,32,,,,,,,,,,,,,,,,,,
11059,NOVARTIS,32,,,,,,,,,,,,,,,,,,
343,EL ROSARIO,32,,,,,,,,,,,,,,,,,,
16377,DIAGEO,32,,,,,,,,,,,,,,,,,,
15719,ID LOGISTICS,56,,,,,,,,,,,,,,,,,,
16453,DESA,32,,,,,,,,,,,,,,,,,,
13362,ALIMENTOS DP,32,,,,,,,,,,,,,,,,,,
16462,DENTAID,32,,,,,,,,,,,,,,,,,,
15709,DENTAID VENTANA,32,,,,,,,,,,,,,,,,,,
12161,VENTANA,32,,,,,,,,,,,,,,,,,,
14093,SANTA RITA,32,,,,,,,,,,,,,,,,,,
11294,SALMONES MULTI X,32,,,,,,,,,,,,,,,,,,
11390,ELANCO,32,,,,,,,,,,,,,,,,,,
16385,DIAGEO,32,,,,,,,,,,,,,,,,,,
16394,SYNTHON,32,,,,,,,,,,,,,,,,,,
8528,ARIZTIA,32,,,,,,,,,,,,,,,,,,
11330,DIAGEO,32,,,,,,,,,,,,,,,,,,
11495,NOVARTIS,32,,,,,,,,,,,,,,,,,,
18016,PETRIZZIO,32,,,,,,,,,,,,,,,,,,
18018,PETRIZZIO,32,,,,,,,,,,,,,,,,,,
18031,MULTI X,32,,,,,,,,,,,,,,,,,,
18068,PETRIZZIO,32,,,,,,,,,,,,,,,,,,
18289,BLUNDING,32,,,,,,,,,,,,,,,,,,
18312,DRAKE LOGISTICS,34,,,,,,,,,,,,,,,,,,
18331,ID LOGISTICS,32,,,,,,,,,,,,,,,,,,
18294 PL 1,UNILEVER,32,,,,,,,,,,,,,,,,,,
18294 PL 2,UNILEVER,32,,,,,,,,,,,,,,,,,,
18222,DAVIS,32,,,,,,,,,,,,,,,,,,
18310,BIOSANO,32,,,,,,,,,,,,,,,,,,
18327,PETRIZZIO,32,,,,,,,,,,,,,,,,,,
18158,PETRIZZIO,32,,,,,,,,,,,,,,,,,,
14767,PETRIZZIO,33,,,,,,,,,,,,,,,,,,
16496,RECALCINE,33,,,,,,,,,,,,,,,,,,
14963,INNOVA,33,,,,,,,,,,,,,,,,,,
16479,UNILEVER,33,,,,,,,,,,,,,,,,,,
1992,DESA,33,,,,,,,,,,,,,,,,,,
1838,DESA,33,,,,,,,,,,,,,,,,,,
1863,DESA,33,,,,,,,,,,,,,,,,,,
15018,AG SERVICIOS,33,,,,,,,,,,,,,,,,,,
4102,CIA PISQUERA,33,,,,,,,,,,,,,,,,,,
16481,GENOMMA,33,,,,,,,,,,,,,,,,,,
12507,CHILE,33,,,,,,,,,,,,,,,,,,
1925,DESA,33,,,,,,,,,,,,,,,,,,
16445,PETRIZZIO,33,,,,,,,,,,,,,,,,,,
15951,FABRICA DE HELADOS,33,,,,,,,,,,,,,,,,,,
16392,DIAGEO,33,,,,,,,,,,,,,,,,,,
4736,CIA PISQUERA,33,,,,,,,,,,,,,,,,,,
16390,DIAGEO,33,,,,,,,,,,,,,,,,,,
16391,DIAGEO,33,,,,,,,,,,,,,,,,,,
2335,DESA,33,,,,,,,,,,,,,,,,,,
15931,NOVARTIS,33,,,,,,,,,,,,,,,,,,
14001,CARNES ÑUBLE,46,,,,,,,,,,,,,,,,,,
1253,DESA,33,,,,,,,,,,,,,,,,,,
2306,DESA,33,,,,,,,,,,,,,,,,,,
2020,DESA,33,,,,,,,,,,,,,,,,,,
16360,DAVIS,33,,,,,,,,,,,,,,,,,,
12147,BADAMAX,33,,,,,,,,,,,,,,,,,,
18228,CAFE DO BRASIL,33,,,,,,,,,,,,,,,,,,
18216,SANTA ROSA,33,,,,,,,,,,,,,,,,,,
18151,JOHNSON Y JOHNSON,33,,,,,,,,,,,,,,,,,,
16362,FARET,33,,,,,,,,,,,,,,,,,,
18194,CHILE,33,,,,,,,,,,,,,,,,,,
18167,GENOMMA,33,,,,,,,,,,,,,,,,,,
16706,BAGO,33,,,,,,,,,,,,,,,,,,
14054,JOHNSON Y JOHNSON,33,,,,,,,,,,,,,,,,,,
18186,GADOR,33,,,,,,,,,,,,,,,,,,
18373,BIOSANO,33,,,,,,,,,,,,,,,,,,
14221,JUAN BASS,33,,,,,,,,,,,,,,,,,,
18378,ZOETIS,33,,,,,,,,,,,,,,,,,,
M000547,ZOETIS,33,,,,,,,,,,,,,,,,,,
18383,PETRIZZIO,33,,,,,,,,,,,,,,,,,,
14233,SALMONES,33,,,,,,,,,,,,,,,,,,
2028,DESA,34,,,,,,,,,,,,,,,,,,
2239,DESA,34,,,,,,,,,,,,,,,,,,
2103,DESA,34,,,,,,,,,,,,,,,,,,
2103,DESA,34,,,,,,,,,,,,,,,,,,
4465,DESA,34,,,,,,,,,,,,,,,,,,
15570,NOVARTIS,34,,,,,,,,,,,,,,,,,,
14892,INVERMAR,34,,,,,,,,,,,,,,,,,,
15872,DENTAID,34,,,,,,,,,,,,,,,,,,
15109,ZOETIS,34,,,,,,,,,,,,,,,,,,
16447,PETRIZZIO,34,,,,,,,,,,,,,,,,,,
15520,DIAGEO,34,,,,,,,,,,,,,,,,,,
16426,DIAGEO,34,,,,,,,,,,,,,,,,,,
5786,SAVAL,34,,,,,,,,,,,,,,,,,,
3673,VIÑA CDF JELL,34,,,,,,,,,,,,,,,,,,
15003,INVERSIONES VFR,34,,,,,,,,,,,,,,,,,,
6191,RECALCINE,34,,,,,,,,,,,,,,,,,,
16472,CARNES ÑUBLE,34,,,,,,,,,,,,,,,,,,
15045,UNILEVER,34,,,,,,,,,,,,,,,,,,
M000517 / 11879,ESAN,34,,,,,,,,,,,,,,,,,,
15240,CAROZZI,34,,,,,,,,,,,,,,,,,,
12061,NOVARTIS,34,,,,,,,,,,,,,,,,,,
5815,ESAN,34,,,,,,,,,,,,,,,,,,
3596,DIAGEO,34,,,,,,,,,,,,,,,,,,
14651,NOVA VERDE,34,,,,,,,,,,,,,,,,,,
11076,ABBOTT,34,,,,,,,,,,,,,,,,,,
14257,MICA,34,,,,,,,,,,,,,,,,,,
